"spp","disp","r2_conditional","r2_marginal","beta_yr","se_yr","p_yr","status","park","breeding.biome","winter.biome","family","bird.group","AI","migrate","native","body.mass","trophic.level","trophic.niche","habitat","habitat.density"
"YRWA",-1.23923862588164,0.823816933235612,0.0175064145206671,0.173548308416449,0.0678876017543163,0.0105759480190064,"Apparantly stable","Magnuson Park","Forest Generalist","Widespread","Parulidae","landbird","other","M","native",11.9,"Carnivore","Invertivore","Forest",1
"AMKE",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",114.6,"Carnivore","Omnivore","Grassland",3
"AMPI",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Temperate North America","Motacillidae","landbird","other","M","native",20.7,"Carnivore","Invertivore","Grassland",3
"BAGO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",921.2,"Carnivore","Aquatic predator","Wetland",3
"BLSW",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","South America","Apodidae","landbird","AI","M","native",39.7,"Carnivore","Invertivore","Forest",1
"BOGU",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Coastal","Laridae","waterbird","other","M","native",210.7,"Carnivore","Omnivore","Wetland",3
"BTYW",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.7,"Carnivore","Invertivore","Forest",1
"BWTE",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Widespread","Anatidae","waterfowl","other","M","native",359.4,"Omnivore","Herbivore aquatic","Wetland",3
"CACG",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2811.7,"Herbivore","Herbivore terrestrial","Grassland",3
"CAVI",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Mexico-Central America","Vireonidae","landbird","other","M","native",14.7,"Carnivore","Invertivore","Forest",2
"COLO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Gaviidae","waterbird","other","M","native",4956.8,"Carnivore","Aquatic predator","Wetland",3
"EAGR",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",412.4,"Carnivore","Aquatic predator","Wetland",3
"EUCD",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",149,"Herbivore","Omnivore","Human Modified",3
"EVGR",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Boreal Forest","Temperate North America","Fringillidae","landbird","other","M","native",57.3,"Herbivore","Omnivore","Forest",1
"GOEA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","Temperate North America","Accipitridae","landbird","other","M","native",4248,"Carnivore","Vertivore","Grassland",3
"GWFG",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2506.4,"Herbivore","Herbivore terrestrial","Grassland",3
"HAFL",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Mexico-Central America","Tyrannidae","landbird","other","M","native",10.4,"Carnivore","Invertivore","Forest",1
"HAWO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Forest Generalist","Temperate North America","Picidae","landbird","other","R","native",62.7,"Carnivore","Invertivore","Forest",1
"HERG",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",1091,"Carnivore","Aquatic predator","Coastal",3
"HUVI",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Temperate North America","Vireonidae","landbird","other","R","native",11.3,"Carnivore","Invertivore","Forest",1
"ICGU",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Coastal","Laridae","waterbird","other","M","native",693.31,"Carnivore","Aquatic predator","Coastal",3
"LASP",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Grassland","Mexico-Central America","Passerellidae","landbird","other","M","native",29,"Herbivore","Granivore","Shrubland",3
"LBDO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Widespread","Scolopacidae","shorebird","other","M","native",104.4,"Carnivore","Aquatic predator","Wetland",3
"LESA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",22.9,"Carnivore","Aquatic predator","Wetland",3
"MGWA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",10.4,"Carnivore","Invertivore","Forest",1
"MODO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","Widespread","Columbidae","landbird","other","M","native",118.9,"Herbivore","Granivore","Human Modified",3
"NRWS",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","Widespread","Hirundinidae","landbird","AI","M","native",15.7,"Carnivore","Invertivore","Shrubland",3
"OSFL",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Forest Generalist","South America","Tyrannidae","landbird","AI","M","native",32.1,"Carnivore","Invertivore","Forest",1
"PEFA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",760,"Carnivore","Vertivore","Grassland",3
"PIWO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Eastern Forest","Temperate North America","Picidae","landbird","other","R","native",286.6,"Carnivore","Invertivore","Forest",1
"PUMA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",53.8,"Carnivore","Invertivore","Forest",2
"RBSA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Temperate North America","Picidae","landbird","other","M","native",54.8,"Carnivore","Invertivore","Woodland",2
"RECR",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",38.3,"Herbivore","Granivore","Forest",1
"RNEP",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Introduced","Introduced","Phasianidae","other","other","Introduced","Introduced",1120.3,"Herbivore","Omnivore","Human Modified",2
"RNSA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Temperate North America","Picidae","landbird","other","M","native",48.5,"Omnivore","Omnivore","Woodland",2
"SNGO",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2636.2,"Herbivore","Herbivore terrestrial","Grassland",3
"SORA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Rallidae","waterbird","other","M","native",74.8,"Omnivore","Omnivore","Wetland",1
"SOSA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","South America","Scolopacidae","shorebird","other","M","native",48.4,"Carnivore","Aquatic predator","Wetland",3
"SUSC",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Marine","Anatidae","waterfowl","other","M","native",1096.3,"Carnivore","Aquatic predator","Wetland",3
"TOWA",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.8,"Carnivore","Invertivore","Forest",1
"TRUS",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",11071.1,"Herbivore","Herbivore aquatic","Wetland",3
"WEGU",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Coasts","Coastal","Laridae","waterbird","other","M","native",922.8,"Carnivore","Omnivore","Marine",3
"WEKI",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Grassland","Mexico-Central America","Tyrannidae","landbird","AI","M","native",39.6,"Carnivore","Invertivore","Shrubland",3
"WEME",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Grassland","Southwestern Aridlands","Icteridae","landbird","other","M","native",100.1,"Omnivore","Invertivore","Grassland",3
"WISN",NA,NA,NA,NA,NA,NA,"Data deficient","Magnuson Park","Wetland","Widespread","Scolopacidae","shorebird","other","M","native",112.9,"Carnivore","Aquatic predator","Wetland",3
"AGOL",-1.01928355183625,0.290378426949585,0.158878076058653,-0.281277112291136,0.1758855961533,0.109775075515503,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.8,"Herbivore","Granivore","Forest",1
"AMCO",-1.01865913084451,0.713826091583325,0.431396503777397,-0.729859233636441,0.203657391182657,0.000338683168835259,"Decreasing","Seward Park","Wetland","Widespread","Rallidae","waterbird","other","M","native",636.7,"Herbivore","Herbivore aquatic","Wetland",3
"AMCR",-0.437781473076174,0.606667294487405,0.0255087410855874,-0.151384111716231,0.0448868908552332,0.000744705744041844,"Apparantly stable","Seward Park","Habitat Generalist","Temperate North America","Corvidae","landbird","other","M","native",448.8,"Omnivore","Omnivore","Human Modified",2
"AMRO",-0.762837384399839,0.398329683078443,0.00888751667644615,-0.0722481506485204,0.0405521232705291,0.074812521340267,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",78.5,"Omnivore","Invertivore","Forest",3
"AMWI",-1.25822743592331,0.871236491215711,9.54216402851505e-05,0.0161823969929066,0.161169417293203,0.920021905650139,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",754.6,"Herbivore","Omnivore","Wetland",3
"ANHU",-0.831923706398931,0.703594655688511,0.156866413351937,0.432451872718476,0.052749304850704,2.43916142915986e-16,"Apparantly stable","Seward Park","Aridlands","Temperate North America","Trochilidae","landbird","other","M","native",4.2,"Herbivore","Nectarivore","Woodland",2
"BAEA",-1.02426744954957,0.52414141001786,0.0113010992600794,0.091608801567432,0.0592040093162107,0.121780996992947,"Apparantly stable","Seward Park","Wetland","Temperate North America","Accipitridae","landbird","other","M","native",4700.6,"Carnivore","Omnivore","Wetland",3
"BAOW",-1.31655160359824,0.64962790874176,0.0227486486218411,0.151470780173763,0.270004179393224,0.574801487170523,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Strigidae","landbird","other","R","native",711.5,"Carnivore","Vertivore","Forest",2
"BARS",-1.14648297324924,0.70958581936639,0.36367231558834,-0.665214987184709,0.191126092037575,0.000500472725906711,"Decreasing","Seward Park","Habitat Generalist","South America","Hirundinidae","landbird","AI","M","native",17.9,"Carnivore","Invertivore","Human Modified",3
"BCCH",-0.921391375962871,0.612294320221308,0.066911089482315,0.24695270222369,0.0456796985317362,6.43828625094598e-08,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Paridae","landbird","other","R","native",10.8,"Omnivore","Invertivore","Forest",1
"BEKI",-1.10264686061782,0.825504399933319,0.0041955820368185,-0.0921763871653741,0.159110547435697,0.562371302078886,"Apparantly stable","Seward Park","Wetland","Widespread","Alcedinidae","landbird","other","M","native",148,"Carnivore","Aquatic predator","Riverine",3
"BEWR",-0.644513958009915,0.324784880237872,0.00106610023899287,-0.0236207538944238,0.0439916199212114,0.591310732182187,"Apparantly stable","Seward Park","Aridlands","Temperate North America","Troglodytidae","landbird","other","R","native",9.9,"Carnivore","Invertivore","Shrubland",2
"BHCO",-1.12561704770931,0.708704168597078,0.33078203349395,-0.633460639965724,0.267121605906336,0.0177193220058432,"Decreasing","Seward Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",40.3,"Carnivore","Invertivore","Forest",2
"BHGR",-0.992908172822126,NA,0.00828376918384786,0.0543295487393022,0.238218330098319,0.819594778041775,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Cardinalidae","landbird","other","M","native",47.1,"Carnivore","Invertivore","Forest",2
"BRCR",-0.685744187182075,0.518433702140329,0.103784821522872,0.275965436774086,0.0495013406525485,2.47660232191928e-08,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Certhiidae","landbird","other","M","native",8.1,"Carnivore","Invertivore","Forest",1
"BTPI",-1.32543743580507,0.720916339824035,0.129668196217385,-0.405196180945689,0.144751513963904,0.00512209091415274,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Columbidae","landbird","other","M","native",366.3,"Herbivore","Granivore","Forest",2
"BTYW",-1.28931273864367,0.736214035558779,0.402280341998803,0.734098568360577,0.207092789835675,0.000392939548482445,"Increasing","Seward Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.7,"Carnivore","Invertivore","Forest",1
"BUFF",-1.08200112168033,0.906852331540459,0.00245303170450418,-0.0964675835779467,0.083247873371495,0.24653797260876,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",397.5,"Carnivore","Aquatic predator","Wetland",3
"BUSH",-0.992220205481295,0.687314468715106,0.171957619020361,-0.440831512659095,0.124664358264259,0.00040600850456071,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Aegithalidae","landbird","other","R","native",5.3,"Carnivore","Invertivore","Woodland",2
"CANG",-1.04848505602621,0.844169008826628,4.49929017968343e-06,-0.0031941911275696,0.0913697282712541,0.972112462087808,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",2811.7,"Herbivore","Herbivore terrestrial","Grassland",3
"CATE",-1.41921293141302,0.820224737060819,0.213249596852609,0.647433186244163,0.337377827771195,0.054982407748599,"Apparantly stable","Seward Park","Coasts","Widespread","Laridae","waterbird","other","M","native",655,"Carnivore","Aquatic predator","Wetland",3
"CBCH",-0.258066033088612,0.437524764206107,0.162959871853384,0.319966453563703,0.0409999910303525,5.99459320498429e-15,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Paridae","landbird","other","R","native",9.4,"Omnivore","Invertivore","Forest",1
"CEDW",-1.20201519580301,0.657319822015224,0.0121745619683846,-0.112046422359981,0.164407361743133,0.495544373612863,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Bombycillidae","landbird","other","M","native",31.6,"Herbivore","Frugivore","Woodland",2
"COGO",-1.30908186891,0.943412665858586,0.00409964509559025,-0.160003442706833,0.125271361457667,0.201512319814974,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",918.6,"Carnivore","Aquatic predator","Wetland",3
"COHA",-1.2359999613404,0.516610902128474,0.0149815976726918,-0.104651739873678,0.226906237960611,0.644646955567761,"Apparantly stable","Seward Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",429.7,"Carnivore","Vertivore","Woodland",2
"COLO",-1.48344196757149,0.741173743304547,0.0851645415411658,-0.340989537972707,0.280669889594653,0.224399220127132,"Apparantly stable","Seward Park","Wetland","Temperate North America","Gaviidae","waterbird","other","M","native",4956.8,"Carnivore","Aquatic predator","Wetland",3
"COME",-0.933434859515297,0.821936569015671,0.0178579026666269,-0.188253765068682,0.0816325115182678,0.0211043402914887,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",1451,"Carnivore","Aquatic predator","Riverine",3
"CORA",-0.652984987118567,0.61726885066275,0.0496023717419125,0.214003132432867,0.382017911051768,0.575348920904121,"Apparantly stable","Seward Park","Habitat Generalist","Widespread","Corvidae","landbird","other","R","native",928,"Omnivore","Omnivore","Forest",3
"DCCO",-0.826936653240391,0.903299928760445,0.000933131757285992,-0.0583947632057874,0.0817125360218245,0.474833666099923,"Apparantly stable","Seward Park","Wetland","Temperate North America","Phalacrocoracidae","waterbird","other","M","native",1806.49,"Carnivore","Aquatic predator","Marine",3
"DEJU",-0.59371217444122,0.705090375054019,0.596879117537149,0.845696499026167,0.0517987770988519,6.3873245988273e-60,"Increasing","Seward Park","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",19.5,"Herbivore","Granivore","Forest",2
"DOWO",-0.90035660173667,0.520098113224741,0.209036623122392,-0.392329328983448,0.0985647951894878,6.87934762349167e-05,"Decreasing","Seward Park","Forest Generalist","Temperate North America","Picidae","landbird","other","R","native",25.6,"Carnivore","Invertivore","Woodland",2
"EUST",-1.28540283452085,0.871059697862157,0.340650665998402,-0.966220156402828,0.130140495046143,1.13258994138646e-13,"Decreasing","Seward Park","Introduced","Introduced","Sturnidae","other","other","Introduced","Introduced",77.1,"Omnivore","Omnivore","Human Modified",3
"EVGR",-0.986226187673833,0.216291570885916,0.216291546541333,-0.312290179826564,0.300821348228817,0.299211836422712,"Apparantly stable","Seward Park","Boreal Forest","Temperate North America","Fringillidae","landbird","other","M","native",57.3,"Herbivore","Omnivore","Forest",1
"FOSP",-1.47057270145307,0.897468533666254,0.000797005977043068,0.0524104656954204,0.239540418340929,0.826809026914437,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Passerellidae","landbird","other","M","native",33.3,"Omnivore","Omnivore","Forest",1
"GADW",-1.07635978058244,0.88643029553473,0.0186048333745059,-0.240601016744613,0.0867972554388945,0.00557149598135377,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",915.6,"Herbivore","Herbivore aquatic","Wetland",3
"GBHE",-1.11310942524624,0.892259638080285,0.00274971890129808,-0.0949665690554609,0.102032995034965,0.351986149935636,"Apparantly stable","Seward Park","Wetland","Widespread","Ardeidae","waterbird","other","M","native",2523.4,"Carnivore","Aquatic predator","Wetland",3
"GCKI",0.270698011345869,0.248436919342356,0.00575868450652192,-0.0520349016149189,0.0397218605638943,0.190202101500621,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Regulidae","landbird","other","M","native",6.2,"Carnivore","Invertivore","Forest",1
"GWFG",-1.32836059077369,0.641297542535284,0.000783635366215642,-0.0277846961411642,0.450880481352628,0.950862904544522,"Apparantly stable","Seward Park","Arctic Tundra","Temperate North America","Anatidae","waterfowl","other","M","native",2506.4,"Herbivore","Herbivore terrestrial","Grassland",3
"GWGU",-0.978740510725864,0.647070506352253,0.176801334353677,-0.420740778666835,0.0834972170071127,4.68020199966153e-07,"Apparantly stable","Seward Park","Coasts","Coastal","Laridae","waterbird","other","M","native",1056.5,"Carnivore","Aquatic predator","Coastal",3
"HAWO",-1.33403514666016,0.740977654374489,0.00778932598627718,-0.103085394563842,0.38408246198678,0.788396125064533,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Picidae","landbird","other","R","native",62.7,"Carnivore","Invertivore","Forest",1
"HETH",-1.05771190919465,NA,0.260849259534504,0.353137720771032,0.327629113953724,0.281097050447627,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Turdidae","landbird","other","M","native",30.1,"Omnivore","Invertivore","Forest",1
"HOFI",-0.729527432795819,0.208775470685054,0.00874617529121188,-0.0624992824079396,0.0994091492287537,0.529540536041135,"Apparantly stable","Seward Park","Habitat Generalist","Widespread","Fringillidae","landbird","other","R","native",21.4,"Herbivore","Granivore","Shrubland",2
"HOGR",-1.43786322508312,0.954432265599883,0.000691154566847158,0.07321072144223,0.128908381113501,0.570083635234437,"Apparantly stable","Seward Park","Wetland","Temperate North America","Podicipedidae","waterbird","other","M","native",453,"Carnivore","Aquatic predator","Wetland",3
"HOME",-1.63610527130053,0.934943431589322,0.000263008683912606,-0.0377968217034851,0.242308358822858,0.876043698542633,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",613.8,"Carnivore","Aquatic predator","Wetland",3
"HUVI",-1.11501398542902,0.754180953649603,0.00573588696877422,-0.0908047027747065,0.0998520662618535,0.363143071223604,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Vireonidae","landbird","other","R","native",11.3,"Carnivore","Invertivore","Forest",1
"LESC",-1.28893579059118,0.830543558289589,0.233385198924285,-0.697627235717361,0.27975873337465,0.0126428402616068,"Decreasing","Seward Park","Wetland","Widespread","Anatidae","waterfowl","other","M","native",819.5,"Omnivore","Aquatic predator","Wetland",3
"MALL",-0.405855855281932,0.898749256826869,0.0030335455529819,-0.102894453375527,0.0636631216764641,0.106043894731874,"Apparantly stable","Seward Park","Wetland","Widespread","Anatidae","waterfowl","other","M","native",843.4,"Herbivore","Herbivore aquatic","Wetland",3
"MERL",-1.21278243365828,0.47262820315373,0.147553652835994,-0.314436060224516,0.217946787439107,0.149099529646215,"Apparantly stable","Seward Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",188.5,"Carnivore","Vertivore","Woodland",3
"NA",-1.1992242618441,0.815721818801627,0.815721799308585,1.25069061036222,0.564276585474437,0.026660726188589,"Increasing","Seward Park",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NOFL",-0.558143658968942,0.368026394503198,0.00626283596130197,-0.0591768524592137,0.0446601237443656,0.185154898705795,"Apparantly stable","Seward Park","Forest Generalist","Widespread","Picidae","landbird","other","M","native",131.5,"Carnivore","Invertivore","Shrubland",2
"OCWA",-1.08599310066288,0.176917927461845,0.176917708783599,-0.275600433024338,0.237865860214122,0.246603758145286,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Parulidae","landbird","other","M","native",9.2,"Carnivore","Invertivore","Shrubland",1
"OSFL",-1.20996093819309,NA,0.702406812373871,-0.913268920750508,0.511112591933026,0.0739657256124635,"Apparantly stable","Seward Park","Forest Generalist","South America","Tyrannidae","landbird","AI","M","native",32.1,"Carnivore","Invertivore","Forest",1
"OSPR",-1.55717010555425,0.881574169705132,0.263692813500231,0.887037012423367,0.256025633570068,0.000530938916468877,"Increasing","Seward Park","Coasts","Widespread","Pandionidae","landbird","other","M","native",1483.2,"Carnivore","Aquatic predator","Marine",3
"PAWR",-0.240286389096003,0.768834929021848,0.102180113049107,-0.395219074373424,0.0468195631390053,3.13764676785031e-17,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Troglodytidae","landbird","other","M","native",9.4,"Carnivore","Invertivore","Forest",1
"PBGR",-1.07035667710379,0.935355659530234,0.0105321161664065,-0.239943162983303,0.0882467856709686,0.00654792654558006,"Apparantly stable","Seward Park","Wetland","Widespread","Podicipedidae","waterbird","other","M","native",411.9,"Carnivore","Aquatic predator","Wetland",3
"PEFA",-1.18574669274625,0.197624712534166,0.197624633232687,-0.29501736520628,0.423675914620499,0.486223496689404,"Apparantly stable","Seward Park","Habitat Generalist","Widespread","Falconidae","landbird","other","M","native",760,"Carnivore","Vertivore","Grassland",3
"PISI",-0.715259571611554,0.132297134701697,0.000413483778607979,-0.0129765587143745,0.0616809339523289,0.833369534289641,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",12.7,"Herbivore","Granivore","Forest",1
"PIWO",-1.09898659958064,0.531525103294538,0.0507046074409335,0.195567355863542,0.0973624198104411,0.0445739036295573,"Apparantly stable","Seward Park","Eastern Forest","Temperate North America","Picidae","landbird","other","R","native",286.6,"Carnivore","Invertivore","Forest",1
"PUFI",-1.26779804678911,0.835490928580306,0.404906920034623,0.932606606771556,0.101255576307471,3.24844713702516e-20,"Increasing","Seward Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",23.3,"Herbivore","Omnivore","Forest",2
"RBGU",-1.34563547072693,0.921548397361237,0.0148470878093904,-0.258604181096913,0.124479636467811,0.0377571119320285,"Apparantly stable","Seward Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",516.3,"Carnivore","Omnivore","Coastal",3
"RBNU",-0.411648459190245,0.497554249356613,0.0660058396807724,0.215457891268801,0.0419202900933189,2.75171299138507e-07,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Sittidae","landbird","other","M","native",9.8,"Omnivore","Omnivore","Forest",1
"RBSA",-1.15425482409735,0.71667320645414,0.00717922512698451,-0.0946260641310872,0.216067264545866,0.661424523303144,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Picidae","landbird","other","M","native",54.8,"Carnivore","Invertivore","Woodland",2
"RCKI",-1.07316965967561,0.444630299301538,0.109488024245187,-0.263941713607249,0.0604811989241686,1.27688566101793e-05,"Apparantly stable","Seward Park","Boreal Forest","Temperate North America","Regulidae","landbird","other","M","native",6.19,"Carnivore","Invertivore","Forest",1
"RECR",0.0649408997087497,NA,0.00899556168109964,-0.0566359457154822,0.0876269480914652,0.518065512795132,"Apparantly stable","Seward Park","Forest Generalist","Temperate North America","Fringillidae","landbird","other","M","native",38.3,"Herbivore","Granivore","Forest",1
"RNDU",-1.19763806124731,0.839237194867183,0.057952314201986,-0.356909754479036,0.128344773559717,0.00542139310290923,"Apparantly stable","Seward Park","Wetland","Temperate North America","Anatidae","waterfowl","other","M","native",704.6,"Omnivore","Herbivore aquatic","Wetland",3
"RNGR",-1.54871499361397,0.792639110975603,0.092949652117377,-0.397993770966301,0.434887775260619,0.360105377669051,"Apparantly stable","Seward Park","Wetland","Marine","Podicipedidae","waterbird","other","M","native",1023,"Carnivore","Aquatic predator","Wetland",3
"ROPI",-1.68970337943684,0.922885898717754,0.400399857547688,-1.35455258706954,0.460118087624801,0.00324079784813728,"Decreasing","Seward Park","Introduced","Introduced","Columbidae","other","other","Introduced","Introduced",354.2,"Herbivore","Granivore","Human Modified",3
"RUHU",-1.31427935240574,0.782715278304677,0.049516789471565,-0.283777172964608,0.187424703874934,0.130003957556253,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Trochilidae","landbird","other","M","native",3.5,"Herbivore","Nectarivore","Forest",2
"RWBL",-1.29539758531191,0.969429170411313,0.00764582180697363,-0.2972858836981,0.131181035314787,0.0234375445000689,"Apparantly stable","Seward Park","Habitat Generalist","Temperate North America","Icteridae","landbird","other","M","native",50.8,"Herbivore","Granivore","Wetland",3
"SBIG",-1.35110944773961,0.68921729233258,0.0507224533345878,-0.240152723528194,0.325308671031012,0.460374502545588,"Apparantly stable","Seward Park","Wetland","Temperate North America","Laridae","waterbird","other","M","native",412.5,"Carnivore","Omnivore","Coastal",3
"SOSP",-0.585923016796906,0.328507942681169,0.00748597419386592,0.0627652895271758,0.0405597593676476,0.121748297409293,"Apparantly stable","Seward Park","Habitat Generalist","Temperate North America","Passerellidae","landbird","other","M","native",21.9,"Omnivore","Omnivore","Shrubland",2
"SPTO",-0.717684820961474,0.322229020033092,0.000779769628408859,-0.02016310847752,0.0420702573927976,0.631744934619449,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Passerellidae","landbird","other","M","native",39.3,"Omnivore","Omnivore","Forest",2
"SSHA",-1.17625871835475,0.75972712216131,0.467583861071253,-0.829264731002747,0.286340656254676,0.00377859074365034,"Decreasing","Seward Park","Forest Generalist","Widespread","Accipitridae","landbird","other","M","native",130.6,"Carnivore","Vertivore","Forest",1
"STJA",-0.844684889593013,0.337132887069768,0.056327329813937,-0.173285474286222,0.0628761584296004,0.00585164634464084,"Apparantly stable","Seward Park","Western Forest","Temperate North America","Corvidae","landbird","other","R","native",128,"Omnivore","Omnivore","Forest",1
"SWTH",-1.10760408307167,0.764093374463294,0.00617494292202366,0.0961750051570894,0.12734891128601,0.450123772099587,"Apparantly stable","Seward Park","Forest Generalist","South America","Turdidae","landbird","other","M","native",30.3,"Omnivore","Invertivore","Forest",1
"TOWA",-0.951600951573771,0.166468584214396,0.0477074434195089,-0.142215816527228,0.126839507854607,0.262191465525684,"Apparantly stable","Seward Park","Western Forest","Mexico-Central America","Parulidae","landbird","other","M","native",8.8,"Carnivore","Invertivore","Forest",1
